,ARO Accession,Model Name,ARO Name,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name,Protein Accession,DNA Accession,PMID,PMID Count,PCA1,PCA2,Cluster
6076,ARO:3000959,TEM-92,TEM-92,TEM beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,TEM-92,CAD09800.1,AL513383.1,11257046,1.0,-0.5065618071193828,-0.05709213416663918,0
6077,ARO:3000960,TEM-93,TEM-93,TEM beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,TEM-93,CAD09800.1,AL513383.1,15855509,1.0,-0.5065618071193828,-0.05709213416663918,0
6078,ARO:3000961,TEM-94,TEM-94,TEM beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,TEM-94,CAD09800.1,AL513383.1,15855509,1.0,-0.5065618071193828,-0.05709213416663918,0
6079,ARO:3000962,TEM-95,TEM-95,TEM beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,TEM-95,CAD09800.1,AL513383.1,12234838,1.0,-0.5065618071193828,-0.05709213416663918,0
6080,ARO:3000963,TEM-96,TEM-96,TEM beta-lactamase,cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,TEM-96,CAD09800.1,AL513383.1,24499167,1.0,-0.5065618071193828,-0.05709213416663918,0
6085,ARO:3000561,tet(30),tet(30),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(30),AMD83542.1,KT852971.1,9882678;11381101,2.0,0.5884652344852686,0.9109786650381334,1
6086,ARO:3000476,tet(31),tet(31),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(31),AMD83542.1,KT852971.1,21145184;12383729;11381101,3.0,0.5884652344852686,0.9109786650381334,1
6087,ARO:3000196,tet(32),tet(32),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,tet(32),AAW90462.1,AE004969.1,11600392;18955517,2.0,0.5106586721703325,0.5502686998230857,2
6088,ARO:3000478,tet(33),tet(33),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(33),AMD83542.1,KT852971.1,12383729,1.0,0.5884652344852686,0.9109786650381334,1
6089,ARO:3002870,tet34,tet(34),tetracycline inactivation enzyme,tetracycline antibiotic,antibiotic inactivation;antibiotic target alteration,tet(34),BAB59035.1,AB061440.1,11959596,1.0,0.4190624259719771,0.3257559558492606,2
6090,ARO:3000481,tet(35),tet(35),ATP-binding cassette (ABC) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(35),XP_753111.1,XM_748018.1,11897587,1.0,0.5884652344852686,0.9109786650381334,1
6091,ARO:3000197,tet(36),tet(36),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,tet(36),AAW90462.1,AE004969.1,12839793,1.0,0.5106586721703325,0.5502686998230857,2
6092,ARO:3002871,tet(37),tet(37),tetracycline inactivation enzyme,tetracycline antibiotic,antibiotic inactivation,tet(37),BAB59035.1,AB061440.1,12654685,1.0,-0.3824190768712932,0.1009887184720572,0
6093,ARO:3000565,tet(38),tet(38),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(38),AMD83542.1,KT852971.1,15774883,1.0,0.5884652344852686,0.9109786650381334,1
6094,ARO:3000566,tet(39),tet(39),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(39),AMD83542.1,KT852971.1,15761075,1.0,0.5884652344852686,0.9109786650381334,1
6095,ARO:3000567,tet(40),tet(40),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(40),AMD83542.1,KT852971.1,18779355,1.0,0.5884652344852686,0.9109786650381334,1
6096,ARO:3000569,tet(41),tet(41),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(41),AMD83542.1,KT852971.1,17308196,1.0,0.5884652344852686,0.9109786650381334,1
6097,ARO:3000572,tet(42),tet(42),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(42),AMD83542.1,KT852971.1,18809935,1.0,0.5884652344852686,0.9109786650381334,1
6098,ARO:3000573,tet(43),tet(43),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(43),AMD83542.1,KT852971.1,11381101,1.0,0.5884652344852686,0.9109786650381334,1
6099,ARO:3000556,tet(44),tet(44),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,tet(44),AAW90462.1,AE004969.1,20479200,1.0,0.5106586721703325,0.5502686998230857,2
6100,ARO:3003196,tet(45),tet(45),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(45),AMD83542.1,KT852971.1,22001175;23595824,2.0,0.5884652344852686,0.9109786650381334,1
6101,ARO:3004613,tet(47),tet(47),tetracycline inactivation enzyme,tetracycline antibiotic,antibiotic inactivation,tet(47),BAB59035.1,AB061440.1,26097034,1.0,-0.3824190768712932,0.1009887184720572,0
6102,ARO:3004581,tet(48),tet(48),tetracycline inactivation enzyme,tetracycline antibiotic,antibiotic inactivation,tet(48),BAB59035.1,AB061440.1,26097034,1.0,-0.3824190768712932,0.1009887184720572,0
6103,ARO:3004582,tet(49),tet(49),tetracycline inactivation enzyme,tetracycline antibiotic,antibiotic inactivation,tet(49),BAB59035.1,AB061440.1,26097034,1.0,-0.3824190768712932,0.1009887184720572,0
6104,ARO:3004584,tet(50),tet(50),tetracycline inactivation enzyme,tetracycline antibiotic,antibiotic inactivation,tet(50),BAB59035.1,AB061440.1,26097034,1.0,-0.3824190768712932,0.1009887184720572,0
6105,ARO:3004586,tet(51),tet(51),tetracycline inactivation enzyme,tetracycline antibiotic,antibiotic inactivation,tet(51),BAB59035.1,AB061440.1,26097034,1.0,-0.3824190768712932,0.1009887184720572,0
6106,ARO:3004587,tet(52),tet(52),tetracycline inactivation enzyme,tetracycline antibiotic,antibiotic inactivation,tet(52),BAB59035.1,AB061440.1,26097034,1.0,-0.3824190768712932,0.1009887184720572,0
6107,ARO:3004589,tet(53),tet(53),tetracycline inactivation enzyme,tetracycline antibiotic,antibiotic inactivation,tet(53),BAB59035.1,AB061440.1,26097034,1.0,-0.3824190768712932,0.1009887184720572,0
6108,ARO:3004590,tet(54),tet(54),tetracycline inactivation enzyme,tetracycline antibiotic,antibiotic inactivation,tet(54),BAB59035.1,AB061440.1,26097034,1.0,-0.3824190768712932,0.1009887184720572,0
6109,ARO:3004591,tet(55),tet(55),tetracycline inactivation enzyme,tetracycline antibiotic,antibiotic inactivation,tet(55),BAB59035.1,AB061440.1,26097034,1.0,-0.3824190768712932,0.1009887184720572,0
6110,ARO:3004603,tet(56),tet(56),tetracycline inactivation enzyme,tetracycline antibiotic,antibiotic inactivation,tet(56),BAB59035.1,AB061440.1,26097034,1.0,-0.3824190768712932,0.1009887184720572,0
6111,ARO:3005006,tet(57),tet(57),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(57),AMD83542.1,KT852971.1,11381101,1.0,0.5884652344852686,0.9109786650381334,1
6112,ARO:3004441,tet(59),tet(59),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(59),AMD83542.1,KT852971.1,27565618,1.0,0.5884652344852686,0.9109786650381334,1
6113,ARO:3004576,tet(61),tet(61),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,tet(61),AAW90462.1,AE004969.1,33866063,1.0,0.5106586721703325,0.5502686998230857,2
6114,ARO:3007492,tet(62),tet(62),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(62),AMD83542.1,KT852971.1,33515651,1.0,0.5884652344852686,0.9109786650381334,1
6115,ARO:3007493,tet(63),tet(63),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(63),AMD83542.1,KT852971.1,33247717,1.0,0.5884652344852686,0.9109786650381334,1
6116,ARO:3007494,tet(64),tet(64),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(64),AMD83542.1,KT852971.1,33318011,1.0,0.5884652344852686,0.9109786650381334,1
6117,ARO:3007838,tet(65),tet(65),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(65),AMD83542.1,KT852971.1,38497972,1.0,0.5884652344852686,0.9109786650381334,1
6118,ARO:3000165,tet(A),tet(A),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(A),AMD83542.1,KT852971.1,8821947;15837373,2.0,0.5884652344852686,0.9109786650381334,1
6119,ARO:3004032,tetA(46),tetA(46),ATP-binding cassette (ABC) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tetA(46),XP_753111.1,XM_748018.1,22941900,1.0,0.5884652344852686,0.9109786650381334,1
6120,ARO:3003980,tetA(58),tetA(58),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tetA(58),AMD83542.1,KT852971.1,27929110,1.0,0.5884652344852686,0.9109786650381334,1
6121,ARO:3004035,tetA(60),tetA(60),ATP-binding cassette (ABC) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tetA(60),XP_753111.1,XM_748018.1,27999567,1.0,0.5884652344852686,0.9109786650381334,1
6122,ARO:3000180,tetA(P),tetA(P),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tetA(P),AMD83542.1,KT852971.1,14702405;15837373,2.0,0.5884652344852686,0.9109786650381334,1
6123,ARO:3000166,tet(B),tet(B),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(B),AMD83542.1,KT852971.1,15837373,1.0,0.5884652344852686,0.9109786650381334,1
6124,ARO:3004033,tetB(46),tetB(46),ATP-binding cassette (ABC) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tetB(46),XP_753111.1,XM_748018.1,22941900,1.0,0.5884652344852686,0.9109786650381334,1
6125,ARO:3003981,tetB(58),tetB(58),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tetB(58),AMD83542.1,KT852971.1,27929110,1.0,0.5884652344852686,0.9109786650381334,1
6126,ARO:3004036,tetB(60),tetB(60),ATP-binding cassette (ABC) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tetB(60),XP_753111.1,XM_748018.1,27999567,1.0,0.5884652344852686,0.9109786650381334,1
6127,ARO:3000195,tetB(P),tetB(P),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,tetB(P),AAW90462.1,AE004969.1,15837373,1.0,0.5106586721703325,0.5502686998230857,2
6128,ARO:3000167,tet(C),tet(C),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(C),AMD83542.1,KT852971.1,6307828,1.0,0.5884652344852686,0.9109786650381334,1
6129,ARO:3000168,tet(D),tet(D),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(D),AMD83542.1,KT852971.1,15837373,1.0,0.5884652344852686,0.9109786650381334,1
6130,ARO:3000173,tet(E),tet(E),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(E),AMD83542.1,KT852971.1,15837373,1.0,0.5884652344852686,0.9109786650381334,1
6131,ARO:3000174,tet(G),tet(G),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(G),AMD83542.1,KT852971.1,15837373,1.0,0.5884652344852686,0.9109786650381334,1
6132,ARO:3000175,tet(H),tet(H),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(H),AMD83542.1,KT852971.1,15837373,1.0,0.5884652344852686,0.9109786650381334,1
6133,ARO:3000177,tet(J),tet(J),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(J),AMD83542.1,KT852971.1,15837373,1.0,0.5884652344852686,0.9109786650381334,1
6134,ARO:3000178,tet(K),tet(K),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(K),AMD83542.1,KT852971.1,7781778;8234490;15837373,3.0,0.5884652344852686,0.9109786650381334,1
6135,ARO:3000179,tet(L),tet(L),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(L),AMD83542.1,KT852971.1,3324958;15837373,2.0,0.5884652344852686,0.9109786650381334,1
6136,ARO:3000186,tet(M),tet(M),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,tet(M),AAW90462.1,AE004969.1,19475445,1.0,0.5106586721703325,0.5502686998230857,2
6137,ARO:3000190,tet(O),tet(O),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,tet(O),AAW90462.1,AE004969.1,9848445;2841293,2.0,0.5106586721703325,0.5502686998230857,2
6138,ARO:3007119,tet(O/32/O),tet(O/32/O),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,tet(O/32/O),AAW90462.1,AE004969.1,11600392,1.0,0.5106586721703325,0.5502686998230857,2
6139,ARO:3007120,tet(O/M/O),tet(O/M/O),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,tet(O/M/O),AAW90462.1,AE004969.1,15470128,1.0,0.5106586721703325,0.5502686998230857,2
6140,ARO:3007121,tet(O/W),tet(O/W),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,tet(O/W),AAW90462.1,AE004969.1,15184185,1.0,0.5106586721703325,0.5502686998230857,2
6141,ARO:3007122,tet(O/W/32/O),tet(O/W/32/O),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,tet(O/W/32/O),AAW90462.1,AE004969.1,17967912,1.0,0.5106586721703325,0.5502686998230857,2
6142,ARO:3007123,tet(O/W/O),tet(O/W/O),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,tet(O/W/O),AAW90462.1,AE004969.1,12839756,1.0,0.5106586721703325,0.5502686998230857,2
6143,ARO:3000191,tet(Q),tet(Q),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,tet(Q),AAW90462.1,AE004969.1,9372425;20826220,2.0,0.5106586721703325,0.5502686998230857,2
6144,ARO:3003479,tetR,tetR,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux;antibiotic target alteration,tetR,AMD83542.1,KT852971.1,3062183,1.0,0.4303686286010981,0.3354977129881689,2
6145,ARO:3004653,tetR(G),tetR(G),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tetR(G),AMD83542.1,KT852971.1,1479961,1.0,0.5884652344852686,0.9109786650381334,1
6146,ARO:3000192,tet(S),tet(S),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,tet(S),AAW90462.1,AE004969.1,7840565;8370538,2.0,0.5106586721703325,0.5502686998230857,2
6147,ARO:3000193,tet(T),tet(T),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,tet(T),AAW90462.1,AE004969.1,8980765,1.0,0.5106586721703325,0.5502686998230857,2
6148,ARO:3000181,tet(V),tet(V),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(V),AMD83542.1,KT852971.1,22673307;9687386;15837373,3.0,0.5884652344852686,0.9109786650381334,1
6149,ARO:3000194,tet(W),tet(W),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,tet(W),AAW90462.1,AE004969.1,10681357,1.0,0.5106586721703325,0.5502686998230857,2
6150,ARO:3007124,tet(W/32/O),tet(W/32/O),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,tet(W/32/O),AAW90462.1,AE004969.1,11959557,1.0,0.5106586721703325,0.5502686998230857,2
6151,ARO:3004442,tet(W/N/W),tet(W/N/W),tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection,tet(W/N/W),AAW90462.1,AE004969.1,27565618,1.0,0.5106586721703325,0.5502686998230857,2
6152,ARO:3000205,tet(X),tet(X),tetracycline inactivation enzyme,glycylcycline;tetracycline antibiotic,antibiotic inactivation,tet(X),BAB59035.1,AB061440.1,16128584;15452119;21402075;1846135,4.0,-0.41301720419983445,-0.019138825428112637,0
6153,ARO:3005166,tet(X1),tet(X1),tetracycline inactivation enzyme,tetracycline antibiotic,antibiotic inactivation,tet(X1),BAB59035.1,AB061440.1,32567703,1.0,-0.3824190768712932,0.1009887184720572,0
6154,ARO:3004719,tet(X3),tet(X3),tetracycline inactivation enzyme,glycylcycline;tetracycline antibiotic,antibiotic inactivation,tet(X3),BAB59035.1,AB061440.1,31133751,1.0,-0.41301720419983445,-0.019138825428112637,0
6155,ARO:3004720,tet(X4),tet(X4),tetracycline inactivation enzyme,glycylcycline;tetracycline antibiotic,antibiotic inactivation,tet(X4),BAB59035.1,AB061440.1,31133751,1.0,-0.41301720419983445,-0.019138825428112637,0
6156,ARO:3005057,tet(X5),tet(X5),tetracycline inactivation enzyme,tetracycline antibiotic,antibiotic inactivation,tet(X5),BAB59035.1,AB061440.1,31611352,1.0,-0.3824190768712932,0.1009887184720572,0
6157,ARO:3005056,tet(X6),tet(X6),tetracycline inactivation enzyme,tetracycline antibiotic,antibiotic inactivation,tet(X6),BAB59035.1,AB061440.1,32068864,1.0,-0.3824190768712932,0.1009887184720572,0
6158,ARO:3000182,tet(Y),tet(Y),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(Y),AMD83542.1,KT852971.1,15837373,1.0,0.5884652344852686,0.9109786650381334,1
6159,ARO:3000183,tet(Z),tet(Z),major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,tet(Z),AMD83542.1,KT852971.1,15837373,1.0,0.5884652344852686,0.9109786650381334,1
6160,ARO:3005083,Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics,Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics,23S rRNA with mutation conferring resistance to pleuromutilin antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Tthe_23S_PLM,,NC_004829.2,32526926,1.0,0.886287936970919,-0.5145976324204639,3
6161,ARO:3005081,Thermus thermophilus uL3 mutations conferring resistance to pleuromutilin antibiotics,Thermus thermophilus uL3 mutations conferring resistance to pleuromutilin antibiotics,Ribosomal protein mutation conferring resistance to pleuromutilin antibiotics,pleuromutilin antibiotic,antibiotic target alteration,Tthe_uL3_PLM,AAS81670.1,AE017221.1,32526926,1.0,0.8616235526112845,-0.4740633224873562,3
6162,ARO:3007427,ThfT,ThfT,ECF transporter S component,sulfonamide antibiotic,resistance by host-dependent nutrient acquisition,ThfT,QCK45398.1,CP035438.1,36450721,1.0,0.38616524021839976,0.19250622294511222,2
6163,ARO:3000851,THIN-B,THIN-B,THIN-B beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,THIN-B,CAC33832.1,AJ250876.1,15561856,1.0,-0.4889596511272619,-0.05077571137126173,0
6164,ARO:3003202,TLA-1,TLA-1,TLA beta-lactamase,cephalosporin;monobactam,antibiotic inactivation,TLA-1,AAD37403.1,AF148067.1,15095209,1.0,-0.4208786245449036,-0.03351312310479428,0
6165,ARO:3003203,TLA-2,TLA-2,TLA beta-lactamase,cephalosporin;monobactam,antibiotic inactivation,TLA-2,AAD37403.1,AF148067.1,16251326,1.0,-0.4208786245449036,-0.03351312310479428,0
6166,ARO:3003204,TLA-3,TLA-3,TLA beta-lactamase,cephalosporin;monobactam,antibiotic inactivation,TLA-3,AAD37403.1,AF148067.1,25576529,1.0,-0.4208786245449036,-0.03351312310479428,0
6167,ARO:3001299,tlrB conferring tylosin resistance,tlrB conferring tylosin resistance,non-erm 23S ribosomal RNA methyltransferase (G748),lincosamide antibiotic;macrolide antibiotic,antibiotic target alteration,Sfra_tlrB_TYL,AAS79458.1,AY509120.1,10348045;10972803,2.0,0.8637813632972342,-0.47863211299413705,3
6168,ARO:3002827,tlrC,tlrC,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,lincosamide antibiotic;macrolide antibiotic,antibiotic target protection,tlrC,AAC32027.1,M80346.1,1864505,1.0,0.4819256780094693,0.4149804706588205,2
6169,ARO:3004105,TMB-1,TMB-1,TMB beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,TMB-1,CBY88906.1,FR771847.1,22290947,1.0,-0.4243802070475885,-0.034202038249534925,0
6170,ARO:3004106,TMB-2,TMB-2,TMB beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,TMB-2,CBY88906.1,FR771847.1,23390208,1.0,-0.4243802070475885,-0.034202038249534925,0
6171,ARO:3003059,tmrB,tmrB,tunicamycin resistance protein,nucleoside antibiotic,reduced permeability to antibiotic,tmrB,CAB12108.2,AL009126.3,7766032,1.0,0.39003003007729037,0.196937890969813,2
6172,ARO:3000237,TolC,TolC,ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;macrolide antibiotic;penicillin beta-lactam;peptide antibiotic;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,TolC,AAC77033.1,U00096.1,16359323;12163644;11589692;14630321;10879525,5.0,0.5557171905795806,0.7793647528552629,1
6173,ARO:3007759,Treponema pallidum 23S rRNA with mutation conferring resistance to erythromycin,Treponema pallidum 23S rRNA with mutation conferring resistance to erythromycin,23S rRNA with mutation conferring resistance to macrolide antibiotics,glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,Tpal_23S_ERY,,NZ_CP015910.2,19429763;15247355;10755994,3.0,0.886287936970919,-0.5145976324204639,3
6174,ARO:3003679,TriA,TriA,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics,antibiotic efflux,TriA,WP_001985623.1,NC_010410.1,17720796,1.0,0.5652948206634678,0.7995309281835187,1
6175,ARO:3003680,TriB,TriB,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics,antibiotic efflux,TriB,WP_001985623.1,NC_010410.1,17720796,1.0,0.5652948206634678,0.7995309281835187,1
6176,ARO:3003681,TriC,TriC,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics,antibiotic efflux,TriC,WP_001985623.1,NC_010410.1,17720796,1.0,0.5652948206634678,0.7995309281835187,1
6177,ARO:3005334,Trimethoprim-resistant dihydrofolate reductase DfrA42,Trimethoprim-resistant dihydrofolate reductase DfrA42,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,antibiotic target replacement,DfrA42_TMP,CAF31623.1,AJ628423.2,33593833,1.0,0.4428661473659566,0.2767761178145525,2
6178,ARO:3005345,Trimethoprim-resistant dihydrofolate reductase DfrA43,Trimethoprim-resistant dihydrofolate reductase DfrA43,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,antibiotic target replacement,DfrA43_TMP,CAF31623.1,AJ628423.2,33593833,1.0,0.4428661473659566,0.2767761178145525,2
6179,ARO:3004450,TRU-1,TRU-1,TRU beta-lactamase,cephalosporin;penicillin beta-lactam,antibiotic inactivation,TRU-1,ABW05394.1,EU046614.1,20124004,1.0,-0.5510226466490608,-0.07916658454818741,0
6180,ARO:3003060,tsnR,tsnR,non-erm 23S ribosomal RNA methyltransferase (A1067),peptide antibiotic,antibiotic target alteration,tsnR,AAA99931.1,L39157.1,7590303,1.0,0.9599485598741038,-0.6021706314453436,3
6182,ARO:3000844,TUS-1,TUS-1,TUS beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation,TUS-1,AAN63648.1,AF441287.1,12384365,1.0,-0.4889596511272619,-0.05077571137126173,0
6183,ARO:3004730,tva(A),tva(A),Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,pleuromutilin antibiotic,antibiotic target protection,tva(A),AAC32027.1,M80346.1,29971045,1.0,0.4797678673235198,0.4195492611656017,2
6184,ARO:3005008,TxR,TxR,ATP-binding cassette (ABC) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,TxR,XP_753111.1,XM_748018.1,11897587,1.0,0.5884652344852686,0.9109786650381334,1
6185,ARO:3004059,Type A NfxB,Type A NfxB,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,Type_A_NfxB,WP_001985623.1,NC_010410.1,8849250;1330820;8878035,3.0,0.5557171905795806,0.7793647528552629,1
6186,ARO:3004060,Type B NfxB,Type B NfxB,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penicillin beta-lactam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,Type_B_NfxB,WP_001985623.1,NC_010410.1,8849250;8878035;9449262,3.0,0.5574225883539787,0.7851362590720371,1
6187,ARO:3003577,ugd,ugd,pmr phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration,ugd,AAG06942.1,AE004091.2,15205413;9570402,2.0,0.9599485598741038,-0.6021706314453436,3
6188,ARO:3003305,Ureaplasma urealyticum gyrB conferring resistance to fluoroquinolones,Ureaplasma urealyticum gyrB conferring resistance to fluoroquinolones,fluoroquinolone resistant gyrB,aminocoumarin antibiotic;fluoroquinolone antibiotic,antibiotic target alteration,Uure_gyrB_FLO,ADK13120.1,CP001666.1,27884651;25645833,2.0,0.8662603417105941,-0.4863735791470139,3
6189,ARO:3003309,Ureaplasma urealyticum parC conferring resistance to fluoroquinolones,Ureaplasma urealyticum parC conferring resistance to fluoroquinolones,fluoroquinolone resistant parC,fluoroquinolone antibiotic,antibiotic target alteration,Uure_parC_FLO,WP_000202252.1,NZ_CP009257.1,27884651;25645833,2.0,0.94853277631643,-0.29435984796979736,3
6190,ARO:3007062,VAM-1,VAM-1,VAM beta-lactamase,carbapenem;cephalosporin;penicillin beta-lactam;tetracycline antibiotic,antibiotic inactivation,VAM-1,QTJ60982.1,MW827739.1,34424042,1.0,-0.41615723967126034,-0.03260992146422329,0
6191,ARO:3000010,vanA,vanA,Van ligase;glycopeptide resistance gene cluster,glycopeptide antibiotic,antibiotic target alteration,vanA,AAA65956.1,M97297.1,9177243,1.0,0.9385206215760092,-0.5971590416929347,3
6192,ARO:3000013,vanB,vanB,Van ligase;glycopeptide resistance gene cluster,glycopeptide antibiotic,antibiotic target alteration,vanB,AAA65956.1,M97297.1,9177243,1.0,0.9385206215760092,-0.5971590416929347,3
