,ARO Accession,Model Name,ARO Name,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name,Protein Accession,DNA Accession
4694,ARO:3006578,PDC-199,PDC-199,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-199,ACQ82807.1,FJ666065.1
4695,ARO:3005295,PDC-19a,PDC-19a,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-19a,ACQ82807.1,FJ666065.1
4696,ARO:3005292,PDC-19b,PDC-19b,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-19b,ACQ82807.1,FJ666065.1
4697,ARO:3002498,PDC-2,PDC-2,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-2,ACQ82807.1,FJ666065.1
4698,ARO:3006579,PDC-20,PDC-20,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-20,ACQ82807.1,FJ666065.1
4699,ARO:3006580,PDC-200,PDC-200,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-200,ACQ82807.1,FJ666065.1
4700,ARO:3005285,PDC-201,PDC-201,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-201,ACQ82807.1,FJ666065.1
4701,ARO:3006581,PDC-202,PDC-202,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-202,ACQ82807.1,FJ666065.1
4702,ARO:3006582,PDC-203,PDC-203,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-203,ACQ82807.1,FJ666065.1
4703,ARO:3006583,PDC-204,PDC-204,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-204,ACQ82807.1,FJ666065.1
4704,ARO:3006584,PDC-205,PDC-205,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-205,ACQ82807.1,FJ666065.1
4705,ARO:3006585,PDC-206,PDC-206,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-206,ACQ82807.1,FJ666065.1
4706,ARO:3005300,PDC-207,PDC-207,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-207,ACQ82807.1,FJ666065.1
4707,ARO:3006586,PDC-208,PDC-208,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-208,ACQ82807.1,FJ666065.1
4708,ARO:3006587,PDC-209,PDC-209,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-209,ACQ82807.1,FJ666065.1
4709,ARO:3006588,PDC-210,PDC-210,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-210,ACQ82807.1,FJ666065.1
4710,ARO:3006589,PDC-211,PDC-211,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-211,ACQ82807.1,FJ666065.1
4711,ARO:3005289,PDC-212,PDC-212,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-212,ACQ82807.1,FJ666065.1
4712,ARO:3006590,PDC-213,PDC-213,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-213,ACQ82807.1,FJ666065.1
4713,ARO:3006591,PDC-214,PDC-214,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-214,ACQ82807.1,FJ666065.1
4714,ARO:3006592,PDC-215,PDC-215,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-215,ACQ82807.1,FJ666065.1
4715,ARO:3006593,PDC-216,PDC-216,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-216,ACQ82807.1,FJ666065.1
4716,ARO:3006594,PDC-217,PDC-217,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-217,ACQ82807.1,FJ666065.1
4717,ARO:3006595,PDC-218,PDC-218,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-218,ACQ82807.1,FJ666065.1
4718,ARO:3006596,PDC-219,PDC-219,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-219,ACQ82807.1,FJ666065.1
4719,ARO:3006597,PDC-21a,PDC-21a,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-21a,ACQ82807.1,FJ666065.1
4720,ARO:3006598,PDC-21b,PDC-21b,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-21b,ACQ82807.1,FJ666065.1
4721,ARO:3006599,PDC-22,PDC-22,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-22,ACQ82807.1,FJ666065.1
4722,ARO:3006600,PDC-220,PDC-220,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-220,ACQ82807.1,FJ666065.1
4723,ARO:3006601,PDC-221,PDC-221,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-221,ACQ82807.1,FJ666065.1
4724,ARO:3006602,PDC-222,PDC-222,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-222,ACQ82807.1,FJ666065.1
4725,ARO:3006603,PDC-223,PDC-223,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-223,ACQ82807.1,FJ666065.1
4726,ARO:3006604,PDC-224,PDC-224,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-224,ACQ82807.1,FJ666065.1
4727,ARO:3005274,PDC-225,PDC-225,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-225,ACQ82807.1,FJ666065.1
4728,ARO:3006605,PDC-226,PDC-226,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-226,ACQ82807.1,FJ666065.1
4729,ARO:3006606,PDC-227,PDC-227,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-227,ACQ82807.1,FJ666065.1
4730,ARO:3006607,PDC-228,PDC-228,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-228,ACQ82807.1,FJ666065.1
4731,ARO:3006608,PDC-229,PDC-229,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-229,ACQ82807.1,FJ666065.1
4732,ARO:3005155,PDC-23,PDC-23,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-23,ACQ82807.1,FJ666065.1
4733,ARO:3006609,PDC-230,PDC-230,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-230,ACQ82807.1,FJ666065.1
4734,ARO:3005304,PDC-231,PDC-231,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-231,ACQ82807.1,FJ666065.1
4735,ARO:3006610,PDC-232,PDC-232,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-232,ACQ82807.1,FJ666065.1
4736,ARO:3006611,PDC-233,PDC-233,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-233,ACQ82807.1,FJ666065.1
4737,ARO:3006612,PDC-234,PDC-234,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-234,ACQ82807.1,FJ666065.1
4738,ARO:3006613,PDC-235,PDC-235,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-235,ACQ82807.1,FJ666065.1
4739,ARO:3006614,PDC-236,PDC-236,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-236,ACQ82807.1,FJ666065.1
4740,ARO:3006615,PDC-237,PDC-237,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-237,ACQ82807.1,FJ666065.1
4741,ARO:3006616,PDC-238,PDC-238,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-238,ACQ82807.1,FJ666065.1
4742,ARO:3006617,PDC-239,PDC-239,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-239,ACQ82807.1,FJ666065.1
4743,ARO:3006618,PDC-24,PDC-24,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-24,ACQ82807.1,FJ666065.1
4744,ARO:3005143,PDC-240,PDC-240,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-240,ACQ82807.1,FJ666065.1
4745,ARO:3006619,PDC-241,PDC-241,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-241,ACQ82807.1,FJ666065.1
4746,ARO:3006620,PDC-242,PDC-242,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-242,ACQ82807.1,FJ666065.1
4747,ARO:3006621,PDC-243,PDC-243,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-243,ACQ82807.1,FJ666065.1
4748,ARO:3006622,PDC-244,PDC-244,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-244,ACQ82807.1,FJ666065.1
4749,ARO:3006623,PDC-245,PDC-245,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-245,ACQ82807.1,FJ666065.1
4750,ARO:3006624,PDC-246,PDC-246,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-246,ACQ82807.1,FJ666065.1
4751,ARO:3006625,PDC-247,PDC-247,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-247,ACQ82807.1,FJ666065.1
4752,ARO:3006626,PDC-248,PDC-248,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-248,ACQ82807.1,FJ666065.1
4753,ARO:3006627,PDC-249,PDC-249,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-249,ACQ82807.1,FJ666065.1
4754,ARO:3006628,PDC-25,PDC-25,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-25,ACQ82807.1,FJ666065.1
4755,ARO:3006629,PDC-250,PDC-250,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-250,ACQ82807.1,FJ666065.1
4756,ARO:3006630,PDC-251,PDC-251,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-251,ACQ82807.1,FJ666065.1
4757,ARO:3006631,PDC-252,PDC-252,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-252,ACQ82807.1,FJ666065.1
4758,ARO:3006632,PDC-253,PDC-253,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-253,ACQ82807.1,FJ666065.1
4759,ARO:3006633,PDC-254,PDC-254,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-254,ACQ82807.1,FJ666065.1
4760,ARO:3005297,PDC-255,PDC-255,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-255,ACQ82807.1,FJ666065.1
4761,ARO:3006634,PDC-256,PDC-256,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-256,ACQ82807.1,FJ666065.1
4762,ARO:3005311,PDC-257,PDC-257,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-257,ACQ82807.1,FJ666065.1
4763,ARO:3005281,PDC-258,PDC-258,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-258,ACQ82807.1,FJ666065.1
4764,ARO:3006635,PDC-259,PDC-259,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-259,ACQ82807.1,FJ666065.1
4765,ARO:3006636,PDC-26,PDC-26,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-26,ACQ82807.1,FJ666065.1
4766,ARO:3006637,PDC-260,PDC-260,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-260,ACQ82807.1,FJ666065.1
4767,ARO:3006638,PDC-261,PDC-261,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-261,ACQ82807.1,FJ666065.1
4768,ARO:3006639,PDC-262,PDC-262,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-262,ACQ82807.1,FJ666065.1
4769,ARO:3006640,PDC-263,PDC-263,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-263,ACQ82807.1,FJ666065.1
4770,ARO:3005284,PDC-264,PDC-264,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-264,ACQ82807.1,FJ666065.1
4771,ARO:3006641,PDC-265,PDC-265,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-265,ACQ82807.1,FJ666065.1
4772,ARO:3006642,PDC-266,PDC-266,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-266,ACQ82807.1,FJ666065.1
4773,ARO:3006643,PDC-267,PDC-267,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-267,ACQ82807.1,FJ666065.1
4774,ARO:3006644,PDC-268,PDC-268,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-268,ACQ82807.1,FJ666065.1
4775,ARO:3006645,PDC-270,PDC-270,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-270,ACQ82807.1,FJ666065.1
4776,ARO:3006646,PDC-271,PDC-271,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-271,ACQ82807.1,FJ666065.1
4777,ARO:3005296,PDC-272,PDC-272,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-272,ACQ82807.1,FJ666065.1
4778,ARO:3006647,PDC-273,PDC-273,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-273,ACQ82807.1,FJ666065.1
4779,ARO:3006648,PDC-274,PDC-274,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-274,ACQ82807.1,FJ666065.1
4780,ARO:3006649,PDC-275,PDC-275,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-275,ACQ82807.1,FJ666065.1
4781,ARO:3006650,PDC-276,PDC-276,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-276,ACQ82807.1,FJ666065.1
4782,ARO:3006651,PDC-277,PDC-277,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-277,ACQ82807.1,FJ666065.1
4783,ARO:3006652,PDC-278,PDC-278,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-278,ACQ82807.1,FJ666065.1
4784,ARO:3006653,PDC-279,PDC-279,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-279,ACQ82807.1,FJ666065.1
4785,ARO:3005156,PDC-28,PDC-28,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-28,ACQ82807.1,FJ666065.1
4786,ARO:3006654,PDC-280,PDC-280,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-280,ACQ82807.1,FJ666065.1
4787,ARO:3006655,PDC-281,PDC-281,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-281,ACQ82807.1,FJ666065.1
4788,ARO:3006656,PDC-282,PDC-282,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-282,ACQ82807.1,FJ666065.1
4789,ARO:3006657,PDC-283,PDC-283,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-283,ACQ82807.1,FJ666065.1
4790,ARO:3005276,PDC-284,PDC-284,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-284,ACQ82807.1,FJ666065.1
4791,ARO:3005287,PDC-285,PDC-285,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-285,ACQ82807.1,FJ666065.1
4792,ARO:3006658,PDC-286,PDC-286,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-286,ACQ82807.1,FJ666065.1
4793,ARO:3006659,PDC-287,PDC-287,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-287,ACQ82807.1,FJ666065.1
4794,ARO:3006660,PDC-288,PDC-288,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-288,ACQ82807.1,FJ666065.1
4795,ARO:3006661,PDC-289,PDC-289,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-289,ACQ82807.1,FJ666065.1
4796,ARO:3006662,PDC-290,PDC-290,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-290,ACQ82807.1,FJ666065.1
4797,ARO:3006663,PDC-291,PDC-291,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-291,ACQ82807.1,FJ666065.1
4798,ARO:3005307,PDC-292,PDC-292,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-292,ACQ82807.1,FJ666065.1
4799,ARO:3005298,PDC-293,PDC-293,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-293,ACQ82807.1,FJ666065.1
4800,ARO:3006664,PDC-294,PDC-294,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-294,ACQ82807.1,FJ666065.1
4801,ARO:3006665,PDC-295,PDC-295,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-295,ACQ82807.1,FJ666065.1
4802,ARO:3006666,PDC-296,PDC-296,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-296,ACQ82807.1,FJ666065.1
4803,ARO:3006667,PDC-297,PDC-297,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-297,ACQ82807.1,FJ666065.1
4804,ARO:3006668,PDC-298,PDC-298,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-298,ACQ82807.1,FJ666065.1
4805,ARO:3006669,PDC-299,PDC-299,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-299,ACQ82807.1,FJ666065.1
4806,ARO:3002500,PDC-3,PDC-3,PDC beta-lactamase,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation,PDC-3,ACQ82807.1,FJ666065.1
4807,ARO:3006670,PDC-30,PDC-30,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-30,ACQ82807.1,FJ666065.1
4808,ARO:3006671,PDC-300,PDC-300,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-300,ACQ82807.1,FJ666065.1
4809,ARO:3006672,PDC-301,PDC-301,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-301,ACQ82807.1,FJ666065.1
4810,ARO:3006673,PDC-302,PDC-302,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-302,ACQ82807.1,FJ666065.1
4811,ARO:3006674,PDC-303,PDC-303,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-303,ACQ82807.1,FJ666065.1
4812,ARO:3006675,PDC-304,PDC-304,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-304,ACQ82807.1,FJ666065.1
4813,ARO:3006676,PDC-305,PDC-305,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-305,ACQ82807.1,FJ666065.1
4814,ARO:3005301,PDC-306,PDC-306,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-306,ACQ82807.1,FJ666065.1
4815,ARO:3006677,PDC-307,PDC-307,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-307,ACQ82807.1,FJ666065.1
4816,ARO:3006678,PDC-308,PDC-308,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-308,ACQ82807.1,FJ666065.1
4817,ARO:3006679,PDC-309,PDC-309,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-309,ACQ82807.1,FJ666065.1
4818,ARO:3006680,PDC-31,PDC-31,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-31,ACQ82807.1,FJ666065.1
4819,ARO:3006681,PDC-310,PDC-310,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-310,ACQ82807.1,FJ666065.1
4820,ARO:3006682,PDC-311,PDC-311,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-311,ACQ82807.1,FJ666065.1
4821,ARO:3006683,PDC-312,PDC-312,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-312,ACQ82807.1,FJ666065.1
4822,ARO:3005310,PDC-313,PDC-313,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-313,ACQ82807.1,FJ666065.1
4823,ARO:3006684,PDC-314,PDC-314,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-314,ACQ82807.1,FJ666065.1
4824,ARO:3006685,PDC-315,PDC-315,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-315,ACQ82807.1,FJ666065.1
4825,ARO:3006686,PDC-316,PDC-316,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-316,ACQ82807.1,FJ666065.1
4826,ARO:3006687,PDC-317,PDC-317,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-317,ACQ82807.1,FJ666065.1
4827,ARO:3006688,PDC-318,PDC-318,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-318,ACQ82807.1,FJ666065.1
4828,ARO:3006689,PDC-319,PDC-319,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-319,ACQ82807.1,FJ666065.1
4829,ARO:3006690,PDC-32,PDC-32,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-32,ACQ82807.1,FJ666065.1
4830,ARO:3006691,PDC-320,PDC-320,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-320,ACQ82807.1,FJ666065.1
4831,ARO:3006692,PDC-321,PDC-321,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-321,ACQ82807.1,FJ666065.1
4832,ARO:3006693,PDC-322,PDC-322,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-322,ACQ82807.1,FJ666065.1
4833,ARO:3005280,PDC-323,PDC-323,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-323,ACQ82807.1,FJ666065.1
4834,ARO:3005279,PDC-324,PDC-324,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-324,ACQ82807.1,FJ666065.1
4835,ARO:3006694,PDC-325,PDC-325,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-325,ACQ82807.1,FJ666065.1
4836,ARO:3006695,PDC-326,PDC-326,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-326,ACQ82807.1,FJ666065.1
4837,ARO:3006696,PDC-327,PDC-327,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-327,ACQ82807.1,FJ666065.1
4838,ARO:3006697,PDC-328,PDC-328,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-328,ACQ82807.1,FJ666065.1
4839,ARO:3006698,PDC-329,PDC-329,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-329,ACQ82807.1,FJ666065.1
4840,ARO:3006699,PDC-33,PDC-33,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-33,ACQ82807.1,FJ666065.1
4841,ARO:3006700,PDC-330,PDC-330,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-330,ACQ82807.1,FJ666065.1
4842,ARO:3006701,PDC-331,PDC-331,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-331,ACQ82807.1,FJ666065.1
4843,ARO:3006702,PDC-332,PDC-332,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-332,ACQ82807.1,FJ666065.1
4844,ARO:3006703,PDC-333,PDC-333,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-333,ACQ82807.1,FJ666065.1
4845,ARO:3006704,PDC-334,PDC-334,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-334,ACQ82807.1,FJ666065.1
4846,ARO:3006705,PDC-335,PDC-335,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-335,ACQ82807.1,FJ666065.1
4847,ARO:3006706,PDC-336,PDC-336,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-336,ACQ82807.1,FJ666065.1
4848,ARO:3005288,PDC-337,PDC-337,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-337,ACQ82807.1,FJ666065.1
4849,ARO:3006707,PDC-338,PDC-338,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-338,ACQ82807.1,FJ666065.1
4850,ARO:3006708,PDC-339,PDC-339,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-339,ACQ82807.1,FJ666065.1
4851,ARO:3006709,PDC-34,PDC-34,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-34,ACQ82807.1,FJ666065.1
4852,ARO:3006710,PDC-340,PDC-340,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-340,ACQ82807.1,FJ666065.1
4853,ARO:3006711,PDC-341,PDC-341,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-341,ACQ82807.1,FJ666065.1
4854,ARO:3006712,PDC-342,PDC-342,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-342,ACQ82807.1,FJ666065.1
4855,ARO:3006713,PDC-343,PDC-343,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-343,ACQ82807.1,FJ666065.1
4856,ARO:3006714,PDC-344,PDC-344,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-344,ACQ82807.1,FJ666065.1
